County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,Year Last Documented,NY Listing Status,Federal Listing Status,State Conservation Rank,Global Conservation Rank,Distribution Status
Franklin,Animal,Birds,Sparrows and Towhees,Spizella pusilla,Field Sparrow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,Sparrows and Towhees,Pooecetes gramineus,Vesper Sparrow,2000-2005,Special Concern,not listed,S3B,G5,Recently Confirmed
Franklin,Animal,Birds,Sparrows and Towhees,Pipilo erythrophthalmus,Eastern Towhee,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,Sparrows and Towhees,Passerculus sandwichensis,Savannah Sparrow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,Sparrows and Towhees,Melospiza lincolnii,Lincoln's Sparrow,2000-2005,Protected Bird,not listed,S4B,G5,Recently Confirmed
Franklin,Animal,Birds,Sparrows and Towhees,Melospiza georgiana,Swamp Sparrow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,Sparrows and Towhees,Junco hyemalis,Dark-eyed Junco,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,Sparrows and Towhees,Ammodramus savannarum,Grasshopper Sparrow,2000-2005,Special Concern,not listed,S3B,G5,Recently Confirmed
Franklin,Animal,Birds,Shrikes,Lanius ludovicianus,Loggerhead Shrike,1987,Endangered,not listed,S1B,G4,Recently Confirmed
Franklin,Animal,Birds,"Rails, Coots and Cranes",Rallus limicola,Virginia Rail,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Franklin,Animal,Birds,"Rails, Coots and Cranes",Porzana carolina,Sora,2000-2005,Protected Bird - Game with open season,not listed,S4,G5,Recently Confirmed
Franklin,Animal,Birds,Pigeons and Doves,Zenaida macroura,Mourning Dove,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Franklin,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon,2000-2005,not listed,not listed,SNA,G5,Recently Confirmed
Franklin,Animal,Birds,Owls,Strix varia,Barred Owl,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Franklin,Animal,Birds,Owls,Megascops asio,Eastern Screech-Owl,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Franklin,Animal,Birds,Owls,Bubo virginianus,Great Horned Owl,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Franklin,Animal,Birds,Owls,Asio flammeus,Short-eared Owl,2000-2005,Endangered,not listed,S2,G5,Recently Confirmed
Franklin,Animal,Birds,Owls,Aegolius acadicus,Northern Saw-whet Owl,2000-2005,Protected Bird,not listed,S3,G5,Recently Confirmed
Franklin,Animal,Birds,Old World Sparrows,Passer domesticus,House Sparrow,2000-2005,not listed,not listed,SNA,G5,Recently Confirmed
Franklin,Animal,Birds,Nuthatches,Sitta carolinensis,White-breasted Nuthatch,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Franklin,Animal,Birds,Nuthatches,Sitta canadensis,Red-breasted Nuthatch,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Franklin,Animal,Birds,Nightbirds,Chordeiles minor,Common Nighthawk,2000-2005,Special Concern,not listed,S2S3B,G5,Recently Confirmed
Franklin,Animal,Birds,Nightbirds,Antrostomus vociferus,Whip-poor-will,2000-2005,Special Concern,not listed,S3B,G5,Recently Confirmed
Franklin,Animal,Birds,Mockingbirds and Thrashers,Toxostoma rufum,Brown Thrasher,2000-2005,Protected Bird,not listed,S3S4B,G5,Recently Confirmed
Franklin,Animal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,Mockingbirds and Thrashers,Dumetella carolinensis,Gray Catbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,Loons,Gavia immer,Common Loon,2004,Special Concern,not listed,S4,G5,Recently Confirmed
Franklin,Animal,Birds,Larks,Eremophila alpestris,Horned Lark,2000-2005,Special Concern,not listed,S3S4B,G5,Recently Confirmed
Franklin,Animal,Birds,Kinglets,Regulus satrapa,Golden-crowned Kinglet,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,Finches and Crossbills,Coccothraustes vespertinus,Evening Grosbeak,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Franklin,Animal,Birds,Kinglets,Regulus calendula,Ruby-crowned Kinglet,2000-2005,Protected Bird,not listed,S3B,G5,Recently Confirmed
Franklin,Animal,Birds,Kingfishers,Megaceryle alcyon,Belted Kingfisher,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Franklin,Animal,Birds,Hummingbirds and Swifts,Chaetura pelagica,Chimney Swift,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,Hummingbirds and Swifts,Archilochus colubris,Ruby-throated Hummingbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Pandion haliaetus,Osprey,2000-2005,Special Concern,not listed,S4B,G5,Recently Confirmed
Franklin,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco sparverius,American Kestrel,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco columbarius,Merlin,2000-2005,Protected Bird,not listed,S3?B,G5,Recently Confirmed
Franklin,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier,2003,Threatened,not listed,"S3B,S3N",G5,Recently Confirmed
Franklin,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Cathartes aura,Turkey Vulture,2000-2005,Protected Bird,not listed,S4B,G5,Recently Confirmed
Franklin,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo platypterus,Broad-winged Hawk,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo lineatus,Red-shouldered Hawk,2000-2005,Special Concern,not listed,S4B,G5,Recently Confirmed
Franklin,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo jamaicensis,Red-tailed Hawk,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Franklin,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Aquila chrysaetos,Golden Eagle,1976,Endangered,not listed,"SHB,S1N",G5,Historically Confirmed
Franklin,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter striatus,Sharp-shinned Hawk,2000-2005,Special Concern,not listed,S4,G5,Recently Confirmed
Franklin,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter gentilis,Northern Goshawk,2000-2005,Special Concern,not listed,"S3S4B,S3N",G5,Recently Confirmed
Franklin,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter cooperii,Cooper's Hawk,2000-2005,Special Concern,not listed,S4,G5,Recently Confirmed
Franklin,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Scolopax minor,American Woodcock,2000-2005,Protected Bird - Game with open season,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Larus argentatus,Herring Gull,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Franklin,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Gallinago delicata,Wilson's Snipe,2000-2005,Protected Bird - Game with open season,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Chlidonias niger,Black Tern,2007,Endangered,not listed,S2B,G4,Recently Confirmed
Franklin,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Charadrius vociferus,Killdeer,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Franklin,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper,2003,Threatened,not listed,S3B,G5,Recently Confirmed
Franklin,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Actitis macularius,Spotted Sandpiper,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,"Grouse, Pheasants, Turkeys",Phasianus colchicus,Ring-necked Pheasant,2000-2005,Protected Bird - Game with open season,not listed,SNA,G5,Recently Confirmed
Franklin,Animal,Birds,"Grouse, Pheasants, Turkeys",Perdix perdix,Gray Partridge,2000-2005,Protected Bird,not listed,SNA,G5,Recently Confirmed
Franklin,Animal,Birds,"Grouse, Pheasants, Turkeys",Meleagris gallopavo,Wild Turkey,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Franklin,Animal,Birds,"Grouse, Pheasants, Turkeys",Falcipennis canadensis,Spruce Grouse,2004,Endangered,not listed,S2,G5,Recently Confirmed
Franklin,Animal,Birds,"Grouse, Pheasants, Turkeys",Bonasa umbellus,Ruffed Grouse,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Franklin,Animal,Birds,Flycatchers,Tyrannus tyrannus,Eastern Kingbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,Flycatchers,Sayornis phoebe,Eastern Phoebe,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,Flycatchers,Empidonax traillii,Willow Flycatcher,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,2012,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Franklin,Animal,Birds,Blackbirds and Orioles,Agelaius phoeniceus,Red-winged Blackbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,Blackbirds and Orioles,Dolichonyx oryzivorus,Bobolink,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,Blackbirds and Orioles,Euphagus carolinus,Rusty Blackbird,2010,Protected Bird,not listed,S2B,G4,Recently Confirmed
Franklin,Animal,Birds,Blackbirds and Orioles,Icterus galbula,Baltimore Oriole,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,Blackbirds and Orioles,Quiscalus quiscula,Common Grackle,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,Blackbirds and Orioles,Sturnella magna,Eastern Meadowlark,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,Cardinals and Buntings,Cardinalis cardinalis,Northern Cardinal,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Franklin,Animal,Birds,Cardinals and Buntings,Passerina cyanea,Indigo Bunting,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,Cardinals and Buntings,Pheucticus ludovicianus,Rose-breasted Grosbeak,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,Cardinals and Buntings,Piranga olivacea,Scarlet Tanager,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Franklin,Animal,Birds,Chickadees and Titmice,Baeolophus bicolor,Tufted Titmouse,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Franklin,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Franklin,Animal,Birds,Chickadees and Titmice,Poecile hudsonicus,Boreal Chickadee,2000-2005,Protected Bird,not listed,S3,G5,Recently Confirmed
Franklin,Animal,Birds,Creepers,Certhia americana,Brown Creeper,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Franklin,Animal,Birds,Crows and Jays,Corvus brachyrhynchos,American Crow,2000-2005,Protected Bird - Game with open season,not listed,S5,G5,Recently Confirmed
Franklin,Animal,Birds,Crows and Jays,Corvus corax,Common Raven,2000-2005,Protected Bird,not listed,S4,G5,Recently Confirmed
Franklin,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Franklin,Animal,Birds,Crows and Jays,Perisoreus canadensis,Gray Jay,2000-2005,Protected Bird,not listed,S3,G5,Recently Confirmed
Franklin,Animal,Butterflies and Moths,Moths,Oligia bridghamii,Bridgham's Brocade,2016,not listed,not listed,SU,G4,Recently Confirmed
Franklin,Animal,Butterflies and Moths,Moths,Nepytia pellucidaria,A Geometrid Moth,2016,not listed,not listed,S1,GU,Recently Confirmed
Franklin,Animal,Butterflies and Moths,Moths,Xylena thoracica,Acadian Swordgrass Moth,1988,not listed,not listed,S1S2,G4,Recently Confirmed
Franklin,Animal,Butterflies and Moths,Moths,Sympistis dentata,Toothed Apharetra,2016,not listed,not listed,S2S4,G4,Recently Confirmed
Franklin,Animal,Butterflies and Moths,Butterflies and Skippers,Oeneis jutta,Jutta Arctic,2009,not listed,not listed,S1,G5,Recently Confirmed
Franklin,Animal,Dragonflies and Damselflies,Dragonflies,Somatochlora incurvata,Incurvate Emerald,2014,not listed,not listed,S1,G4,Recently Confirmed
Franklin,Animal,Dragonflies and Damselflies,Dragonflies,Aeshna subarctica,Subarctic Darner,2017,not listed,not listed,S1,G5,Recently Confirmed
Franklin,Animal,Dragonflies and Damselflies,Dragonflies,Somatochlora forcipata,Forcipate Emerald,2015,not listed,not listed,S1,G5,Recently Confirmed
Franklin,Animal,Dragonflies and Damselflies,Dragonflies,Somatochlora minor,Ocellated Emerald,2008,not listed,not listed,S2S3,G5,Recently Confirmed
Franklin,Animal,Dragonflies and Damselflies,Dragonflies,Somatochlora cingulata,Lake Emerald,2005,not listed,not listed,S1,G5,Recently Confirmed
Franklin,Animal,Dragonflies and Damselflies,Dragonflies,Williamsonia fletcheri,Ebony Boghaunter,2016,not listed,not listed,S1,G4,Recently Confirmed
Franklin,Animal,Dragonflies and Damselflies,Damselflies,Lestes unguiculatus,Lyre-tipped Spreadwing,not available,not listed,not listed,S2S3,G5,Recently Confirmed
Franklin,Animal,Dragonflies and Damselflies,Damselflies,Coenagrion interrogatum,Subarctic Bluet,not available,not listed,not listed,S1,G5,Recently Confirmed
Franklin,Animal,Dragonflies and Damselflies,Dragonflies,Somatochlora franklini,Delicate Emerald,2010,not listed,not listed,S1,G5,Recently Confirmed
Franklin,Animal,Dragonflies and Damselflies,Dragonflies,Ophiogomphus aspersus,Brook Snaketail,2009,not listed,not listed,S3,G4,Recently Confirmed
Franklin,Animal,Fish,Darters and Sunfishes,Ammocrypta pellucida,Eastern Sand Darter,2015,Threatened,not listed,S2S3,G4,Recently Confirmed
Franklin,Animal,Fish,Darters and Sunfishes,Etheostoma exile,Iowa Darter,2012,not listed,not listed,S2,G5,Recently Confirmed
Franklin,Animal,Fish,"Minnows, Shiners, Suckers",Notropis heterolepis,Blacknose Shiner,2012,not listed,not listed,S2S3,G5,Recently Confirmed
Franklin,Animal,Fish,Sturgeons and Paddlefish,Acipenser fulvescens,Lake Sturgeon,1988,Threatened,not listed,S2S3,G3G4,Recently Confirmed
Franklin,Animal,Fish,"Minnows, Shiners, Suckers",Hybognathus hankinsoni,Brassy Minnow,not available,not listed,not listed,S2,G5,Historically Confirmed
Franklin,Animal,Fish,"Minnows, Shiners, Suckers",Notropis heterodon,Blackchin Shiner,1970,not listed,not listed,S1,G5,Historically Confirmed
Franklin,Animal,Fish,"Minnows, Shiners, Suckers",Notropis bifrenatus,Bridle Shiner,2012,not listed,not listed,S2?,G3,Recently Confirmed
Franklin,Animal,Fish,"Minnows, Shiners, Suckers",Couesius plumbeus,Lake Chub,not available,not listed,not listed,S2S3,G5,Historically Confirmed
Franklin,Animal,Fish,Salmon and Trout,Prosopium cylindraceum,Round Whitefish,2011,Endangered,not listed,S1S2,G5,Recently Confirmed
Franklin,Animal,Fish,Lampreys,Ichthyomyzon fossor,Northern Brook Lamprey,1998,not listed,not listed,S2,G4,Recently Confirmed
Franklin,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat,not available,not listed,not listed,S2S3B,G3G4,Historically Confirmed
Franklin,Animal,Mammals,Bats,Perimyotis subflavus,Tri-colored Bat,not available,not listed,not listed,S1,G2G3,Historically Confirmed
Franklin,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,1985,Threatened,Threatened,S1,G1G2,Recently Confirmed
Franklin,Animal,Mussels and Clams,Freshwater Mussels,Potamilus alatus,Pink Heelsplitter,2013,not listed,not listed,S2S3,G5,Recently Confirmed
Franklin,Animal,Mussels and Clams,Freshwater Mussels,Lampsilis cariosa,Yellow Lampmussel,2007,not listed,not listed,S3,G3G4,Recently Confirmed
Franklin,Animal,Mussels and Clams,Freshwater Mussels,Lampsilis ovata,Pocketbook,2007,not listed,not listed,S2S3,G5,Recently Confirmed
Franklin,Animal,Mussels and Clams,Freshwater Mussels,Leptodea fragilis,Fragile Papershell,2013,not listed,not listed,S3,G5,Recently Confirmed
Franklin,Animal,Reptiles,Snakes,Diadophis punctatus,Ring-necked Snake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Franklin,Animal,Reptiles,Turtles,Emydoidea blandingii,Blanding's Turtle,2009,Threatened,not listed,S2S3,G4,Recently Confirmed
Franklin,Animal,Reptiles,Turtles,Apalone spinifera,Spiny Softshell,not available,Special Concern,not listed,S2S3,G5,Historically Confirmed
Franklin,Animal,Reptiles,Snakes,Lampropeltis triangulum,Milksnake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Franklin,Animal,Reptiles,Snakes,Opheodrys vernalis,Smooth Green Snake,1990-1999,Game with no open season,not listed,S4,G5,Recently Confirmed
Franklin,Animal,Reptiles,Snakes,Thamnophis sauritus,Eastern Ribbonsnake,1990-1999,Game with no open season,not listed,S4,G5,Recently Confirmed
Franklin,Animal,Reptiles,Turtles,Chrysemys picta,Painted Turtle,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Franklin,Animal,Reptiles,Snakes,Storeria dekayi,Dekay's Brownsnake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Franklin,Animal,Reptiles,Turtles,Glyptemys insculpta,Wood Turtle,1990-1999,Special Concern,not listed,S3,G3,Recently Confirmed
Franklin,Animal,Reptiles,Snakes,Thamnophis sirtalis,Common Gartersnake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Franklin,Animal,Reptiles,Snakes,Storeria occipitomaculata,Red-bellied Snake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Franklin,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Franklin,Animal,Reptiles,Turtles,Graptemys geographica,Common Map Turtle,1990-1999,Game with no open season,not listed,S3,G5,Recently Confirmed
Franklin,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Dwarf shrub bog,Dwarf Shrub Bog,2014,not applicable,not applicable,S3,G4,Recently Confirmed
Franklin,Natural Community,Freshwater Nontidal Wetlands,Forested Peatlands,Black spruce-tamarack bog,Black Spruce-Tamarack Bog,2003,not applicable,not applicable,S3,G4G5,Recently Confirmed
Franklin,Natural Community,Freshwater Nontidal Wetlands,Open Mineral Soil Wetlands,Inland non-calcareous lake shore,Inland Non-calcareous Lake Shore,1997,not applicable,not applicable,S4,G4G5,Recently Confirmed
Franklin,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Floodplain forest,Floodplain Forest,1996,not applicable,not applicable,S2S3,G3G4,Recently Confirmed
Franklin,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Sedge meadow,Sedge Meadow,2002,not applicable,not applicable,S4,G5,Recently Confirmed
Franklin,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Medium fen,Medium Fen,1997,not applicable,not applicable,S2S3,G3G4,Recently Confirmed
